,county,count,month,year,state
555,COOSA,7167,September,2017,AL
556,COVINGTON,22316,September,2017,AL
557,CRENSHAW,8644,September,2017,AL
558,CULLMAN,50341,September,2017,AL
559,DALE,26959,September,2017,AL
560,DALLAS,27265,September,2017,AL
561,DEKALB,36628,September,2017,AL
562,ELMORE,49253,September,2017,AL
563,ESCAMBIA,21822,September,2017,AL
564,ETOWAH,62901,September,2017,AL
565,FAYETTE,10941,September,2017,AL
566,FRANKLIN,16826,September,2017,AL
567,GENEVA,16093,September,2017,AL
568,GREENE,6280,September,2017,AL
569,HALE,10736,September,2017,AL
570,HENRY,11486,September,2017,AL
571,HOUSTON,60574,September,2017,AL
572,JACKSON,32836,September,2017,AL
573,JEFFERSON,412549,September,2017,AL
574,LAMAR,9189,September,2017,AL
575,LAUDERDALE,54169,September,2017,AL
576,LAWRENCE,21521,September,2017,AL
577,LEE,89721,September,2017,AL
578,LIMESTONE,54554,September,2017,AL
579,LOWNDES,8903,September,2017,AL
580,MACON,14732,September,2017,AL
581,MADISON,218866,September,2017,AL
582,MARENGO,14172,September,2017,AL
583,MARION,17726,September,2017,AL
584,MARSHALL,51107,September,2017,AL
585,MOBILE,250554,September,2017,AL
586,MONROE,13940,September,2017,AL
587,MONTGOMERY,132395,September,2017,AL
588,MORGAN,69678,September,2017,AL
589,PERRY,7288,September,2017,AL
590,PICKENS,12283,September,2017,AL
591,PIKE,18625,September,2017,AL
592,RANDOLPH,14608,September,2017,AL
593,RUSSELL,31426,September,2017,AL
594,SHELBY,128927,September,2017,AL
595,ST_CLAIR,53987,September,2017,AL
596,SUMTER,8322,September,2017,AL
597,TALLADEGA,47972,September,2017,AL
598,TALLAPOOSA,26496,September,2017,AL
599,TUSCALOOSA,112966,September,2017,AL
600,WALKER,41469,September,2017,AL
601,WASHINGTON,11582,September,2017,AL
602,WILCOX,7813,September,2017,AL
603,WINSTON,14211,September,2017,AL
604,AUTAUGA,33805,October,2017,AL
605,BALDWIN,131564,October,2017,AL
606,BARBOUR,14815,October,2017,AL
607,BIBB,12258,October,2017,AL
608,BLOUNT,34562,October,2017,AL
609,BULLOCK,6622,October,2017,AL
610,BUTLER,12260,October,2017,AL
611,CALHOUN,65177,October,2017,AL
612,CHAMBERS,21222,October,2017,AL
613,CHEROKEE,15635,October,2017,AL
614,CHILTON,24722,October,2017,AL
615,CHOCTAW,9272,October,2017,AL
616,CLARKE,17120,October,2017,AL
617,CLAY,9025,October,2017,AL
618,CLEBURNE,8918,October,2017,AL
619,COFFEE,28667,October,2017,AL
620,COLBERT,35381,October,2017,AL
621,CONECUH,8902,October,2017,AL
622,COOSA,7197,October,2017,AL
623,COVINGTON,22472,October,2017,AL
624,CRENSHAW,8667,October,2017,AL
625,CULLMAN,50840,October,2017,AL
626,DALE,27212,October,2017,AL
627,DALLAS,27370,October,2017,AL
628,DEKALB,36873,October,2017,AL
