"","year","month","fips_code","n"
"8455",2018,"August",32510,3
"8456",2018,"August",33005,2
"8457",2018,"August",33009,2
"8458",2018,"August",33013,2
"8459",2018,"August",33015,2
"8460",2018,"August",34001,2
"8461",2018,"August",34003,10
"8462",2018,"August",34005,3
"8463",2018,"August",34011,2
"8464",2018,"August",34013,4
"8465",2018,"August",34017,16
"8466",2018,"August",34025,7
"8467",2018,"August",34029,2
"8468",2018,"August",35001,4
"8469",2018,"August",35049,5
"8470",2018,"August",36001,10
"8471",2018,"August",36011,2
"8472",2018,"August",36027,2
"8473",2018,"August",36029,8
"8474",2018,"August",36045,3
"8475",2018,"August",36047,3
"8476",2018,"August",36055,2
"8477",2018,"August",36061,41
"8478",2018,"August",36063,2
"8479",2018,"August",36065,3
"8480",2018,"August",36067,18
"8481",2018,"August",36071,2
"8482",2018,"August",36081,5
"8483",2018,"August",36083,4
"8484",2018,"August",36085,2
"8485",2018,"August",36103,10
"8486",2018,"August",36109,11
"8487",2018,"August",37021,6
"8488",2018,"August",37051,2
"8489",2018,"August",37065,2
"8490",2018,"August",37081,5
"8491",2018,"August",37119,6
"8492",2018,"August",37135,24
"8493",2018,"August",37147,2
"8494",2018,"August",37183,4
"8495",2018,"August",38015,2
"8496",2018,"August",38017,4
"8497",2018,"August",38101,2
"8498",2018,"August",39017,2
"8499",2018,"August",39035,2
"8500",2018,"August",39041,3
"8501",2018,"August",39049,5
"8502",2018,"August",39061,4
"8503",2018,"August",39093,6
"8504",2018,"August",39095,5
"8505",2018,"August",39099,3
"8506",2018,"August",39141,2
"8507",2018,"August",39151,2
"8508",2018,"August",39153,3
"8509",2018,"August",39155,2
"8510",2018,"August",40109,4
"8511",2018,"August",40143,4
"8512",2018,"August",41011,2
"8513",2018,"August",41029,2
"8514",2018,"August",41039,8
"8515",2018,"August",41047,2
"8516",2018,"August",41051,34
"8517",2018,"August",41067,2
"8518",2018,"August",42003,8
"8519",2018,"August",42007,2
"8520",2018,"August",42011,2
"8521",2018,"August",42027,2
"8522",2018,"August",42029,2
"8523",2018,"August",42043,4
"8524",2018,"August",42049,2
"8525",2018,"August",42077,21
"8526",2018,"August",42079,9
"8527",2018,"August",42095,2
"8528",2018,"August",42101,24
"8529",2018,"August",44005,8
"8530",2018,"August",44007,6
"8531",2018,"August",45003,4
"8532",2018,"August",45013,2
"8533",2018,"August",45047,2
"8534",2018,"August",45079,8
"8535",2018,"August",45083,2
"8536",2018,"August",46099,6
"8537",2018,"August",46103,2
"8538",2018,"August",47001,8
"8539",2018,"August",47037,14
"8540",2018,"August",47093,4
"8541",2018,"August",47113,2
"8542",2018,"August",48029,4
"8543",2018,"August",48039,2
"8544",2018,"August",48061,2
"8545",2018,"August",48113,8
"8546",2018,"August",48121,3
"8547",2018,"August",48141,4
"8548",2018,"August",48183,2
"8549",2018,"August",48201,4
"8550",2018,"August",48215,6
"8551",2018,"August",48251,3
"8552",2018,"August",48303,2
"8553",2018,"August",48409,3
"8554",2018,"August",48439,2
"8555",2018,"August",48453,19
"8556",2018,"August",49035,4
"8557",2018,"August",49053,3
"8558",2018,"August",50003,2
"8559",2018,"August",50015,4
"8560",2018,"August",50023,2
"8561",2018,"August",51059,6
"8562",2018,"August",51071,2
"8563",2018,"August",51093,2
"8564",2018,"August",51141,2
"8565",2018,"August",51510,2
"8566",2018,"August",51540,11
"8567",2018,"August",51600,7
"8568",2018,"August",51630,2
"8569",2018,"August",51760,4
"8570",2018,"August",51775,3
"8571",2018,"August",53005,2
"8572",2018,"August",53007,2
"8573",2018,"August",53009,3
"8574",2018,"August",53011,2
"8575",2018,"August",53015,2
"8576",2018,"August",53033,26
"8577",2018,"August",53053,8
"8578",2018,"August",53057,2
"8579",2018,"August",53061,3
"8580",2018,"August",53063,16
"8581",2018,"August",53067,3
"8582",2018,"August",53073,10
"8583",2018,"August",53075,2
"8584",2018,"August",54029,2
"8585",2018,"August",54037,4
"8586",2018,"August",54039,7
"8587",2018,"August",54069,2
"8588",2018,"August",55025,12
"8589",2018,"August",55079,10
"8590",2018,"August",55081,2
"8591",2018,"August",55101,5
"8592",2018,"August",55105,2
"8593",2018,"August",55139,2
"8594",2018,"August",56001,2
"8595",2018,"August",56021,2
"8596",2018,"August",56025,2
"8597",2018,"August",56039,2
"8598",2018,"August",NA,2
"8599",2018,"September",1033,2
"8600",2018,"September",1047,2
"8601",2018,"September",1073,2
"8602",2018,"September",1083,2
"8603",2018,"September",1089,4
"8604",2018,"September",1097,8
"8605",2018,"September",1127,2
"8606",2018,"September",2020,2
"8607",2018,"September",2090,8
"8608",2018,"September",2110,4
"8609",2018,"September",2122,2
"8610",2018,"September",4003,12
"8611",2018,"September",4005,8
"8612",2018,"September",4007,2
"8613",2018,"September",4013,29
"8614",2018,"September",4019,24
"8615",2018,"September",4023,2
"8616",2018,"September",4025,2
"8617",2018,"September",5005,2
"8618",2018,"September",5015,2
"8619",2018,"September",5119,5
"8620",2018,"September",6001,7
"8621",2018,"September",6007,3
"8622",2018,"September",6027,2
"8623",2018,"September",6037,59
"8624",2018,"September",6039,2
"8625",2018,"September",6041,2
"8626",2018,"September",6045,4
"8627",2018,"September",6053,3
"8628",2018,"September",6057,2
"8629",2018,"September",6059,9
"8630",2018,"September",6067,14
"8631",2018,"September",6071,7
"8632",2018,"September",6073,18
"8633",2018,"September",6075,53
"8634",2018,"September",6077,2
"8635",2018,"September",6079,5
"8636",2018,"September",6083,5
"8637",2018,"September",6085,27
"8638",2018,"September",6087,2
"8639",2018,"September",6095,3
"8640",2018,"September",6097,4
"8641",2018,"September",6109,2
"8642",2018,"September",6111,8
"8643",2018,"September",6113,2
"8644",2018,"September",8005,2
"8645",2018,"September",8007,2
"8646",2018,"September",8013,6
"8647",2018,"September",8029,2
"8648",2018,"September",8031,17
"8649",2018,"September",8041,2
"8650",2018,"September",8049,2
"8651",2018,"September",8059,2
"8652",2018,"September",8067,2
"8653",2018,"September",8069,6
"8654",2018,"September",8077,2
"8655",2018,"September",8101,2
"8656",2018,"September",9001,10
"8657",2018,"September",9003,13
"8658",2018,"September",9005,4
"8659",2018,"September",9007,2
"8660",2018,"September",9009,23
"8661",2018,"September",9011,4
"8662",2018,"September",9015,4
"8663",2018,"September",10003,4
"8664",2018,"September",11001,104
"8665",2018,"September",12001,9
"8666",2018,"September",12011,3
"8667",2018,"September",12031,4
"8668",2018,"September",12033,4
"8669",2018,"September",12057,2
"8670",2018,"September",12071,2
"8671",2018,"September",12081,5
"8672",2018,"September",12086,14
"8673",2018,"September",12095,16
"8674",2018,"September",12099,10
"8675",2018,"September",12103,4
"8676",2018,"September",12105,2
"8677",2018,"September",12115,11
"8678",2018,"September",12117,2
"8679",2018,"September",13051,2
"8680",2018,"September",13059,2
"8681",2018,"September",13121,10
"8682",2018,"September",13127,2
"8683",2018,"September",13215,5
"8684",2018,"September",15001,14
"8685",2018,"September",15003,4
"8686",2018,"September",15007,2
"8687",2018,"September",15009,3
"8688",2018,"September",16001,7
"8689",2018,"September",16017,2
"8690",2018,"September",16069,2
"8691",2018,"September",17019,4
"8692",2018,"September",17021,2
"8693",2018,"September",17029,2
"8694",2018,"September",17031,35
"8695",2018,"September",17043,2
"8696",2018,"September",17077,2
"8697",2018,"September",17085,2
"8698",2018,"September",17089,3
"8699",2018,"September",17097,2
"8700",2018,"September",17113,2
"8701",2018,"September",17115,2
"8702",2018,"September",17143,2
"8703",2018,"September",17167,2
"8704",2018,"September",17197,5
"8705",2018,"September",18019,2
"8706",2018,"September",18029,2
"8707",2018,"September",18077,5
"8708",2018,"September",18097,7
"8709",2018,"September",18105,2
"8710",2018,"September",18157,2
"8711",2018,"September",18167,2
"8712",2018,"September",19015,4
"8713",2018,"September",19061,2
"8714",2018,"September",19103,16
"8715",2018,"September",19113,4
"8716",2018,"September",19153,13
"8717",2018,"September",19163,3
"8718",2018,"September",19169,6
"8719",2018,"September",19187,6
"8720",2018,"September",20045,2
"8721",2018,"September",20173,5
"8722",2018,"September",20209,2
"8723",2018,"September",21071,2
"8724",2018,"September",21073,2
"8725",2018,"September",21111,4
"8726",2018,"September",21151,3
"8727",2018,"September",21155,2
"8728",2018,"September",22051,3
"8729",2018,"September",22071,10
"8730",2018,"September",23005,20
"8731",2018,"September",23007,8
"8732",2018,"September",23011,4
"8733",2018,"September",23019,4
"8734",2018,"September",23031,2
"8735",2018,"September",24003,4
"8736",2018,"September",24021,2
"8737",2018,"September",24027,2
"8738",2018,"September",24031,3
"8739",2018,"September",24033,2
"8740",2018,"September",24510,22
"8741",2018,"September",25001,9
"8742",2018,"September",25003,4
"8743",2018,"September",25007,2
"8744",2018,"September",25009,4
"8745",2018,"September",25011,11
"8746",2018,"September",25013,5
"8747",2018,"September",25015,7
"8748",2018,"September",25017,11
"8749",2018,"September",25021,4
"8750",2018,"September",25025,23
"8751",2018,"September",25027,4
"8752",2018,"September",26031,3
"8753",2018,"September",26049,2
"8754",2018,"September",26055,11
"8755",2018,"September",26067,2
"8756",2018,"September",26077,5
"8757",2018,"September",26091,2
"8758",2018,"September",26103,6
"8759",2018,"September",26121,2
"8760",2018,"September",26123,2
"8761",2018,"September",26161,9
"8762",2018,"September",26163,5
"8763",2018,"September",27005,2
"8764",2018,"September",27007,4
"8765",2018,"September",27013,10
"8766",2018,"September",27035,2
"8767",2018,"September",27053,12
"8768",2018,"September",27061,2
"8769",2018,"September",27067,2
"8770",2018,"September",27123,7
"8771",2018,"September",27137,2
"8772",2018,"September",27163,2
"8773",2018,"September",27169,2
"8774",2018,"September",28035,2
"8775",2018,"September",29019,2
"8776",2018,"September",29077,13
"8777",2018,"September",29091,2
"8778",2018,"September",29095,4
"8779",2018,"September",29183,2
"8780",2018,"September",29510,14
"8781",2018,"September",30029,2
"8782",2018,"September",30031,8
"8783",2018,"September",30049,4
"8784",2018,"September",30063,5
"8785",2018,"September",30067,2
"8786",2018,"September",30111,7
"8787",2018,"September",31055,3
"8788",2018,"September",31109,4
"8789",2018,"September",32003,21
"8790",2018,"September",32031,4
"8791",2018,"September",33005,3
"8792",2018,"September",33011,2
"8793",2018,"September",33013,7
"8794",2018,"September",33015,5
"8795",2018,"September",34003,10
"8796",2018,"September",34007,2
"8797",2018,"September",34013,7
"8798",2018,"September",34017,14
"8799",2018,"September",34019,3
"8800",2018,"September",34021,5
"8801",2018,"September",34023,7
"8802",2018,"September",34025,2
"8803",2018,"September",34027,3
"8804",2018,"September",34035,2
"8805",2018,"September",34037,2
"8806",2018,"September",35001,8
"8807",2018,"September",35005,2
"8808",2018,"September",35013,6
"8809",2018,"September",35049,4
"8810",2018,"September",35051,2
"8811",2018,"September",35055,2
"8812",2018,"September",36001,12
"8813",2018,"September",36009,2
"8814",2018,"September",36011,2
"8815",2018,"September",36015,4
"8816",2018,"September",36019,3
"8817",2018,"September",36027,8
"8818",2018,"September",36029,15
"8819",2018,"September",36031,4
"8820",2018,"September",36033,2
"8821",2018,"September",36035,2
"8822",2018,"September",36045,2
"8823",2018,"September",36047,2
"8824",2018,"September",36055,7
"8825",2018,"September",36059,5
"8826",2018,"September",36061,19
"8827",2018,"September",36067,18
"8828",2018,"September",36071,2
"8829",2018,"September",36081,2
"8830",2018,"September",36085,3
"8831",2018,"September",36089,2
"8832",2018,"September",36093,3
"8833",2018,"September",36095,2
"8834",2018,"September",36101,2
"8835",2018,"September",36103,18
"8836",2018,"September",36105,2
"8837",2018,"September",36109,14
"8838",2018,"September",36111,7
"8839",2018,"September",36113,2
"8840",2018,"September",36119,12
"8841",2018,"September",37021,4
"8842",2018,"September",37049,2
"8843",2018,"September",37063,8
"8844",2018,"September",37065,2
"8845",2018,"September",37081,2
"8846",2018,"September",37119,4
"8847",2018,"September",37129,2
"8848",2018,"September",37135,9
"8849",2018,"September",37147,2
"8850",2018,"September",37189,2
"8851",2018,"September",38017,2
"8852",2018,"September",38035,2
"8853",2018,"September",39017,4
"8854",2018,"September",39035,4
"8855",2018,"September",39049,4
"8856",2018,"September",39057,2
"8857",2018,"September",39061,2
"8858",2018,"September",39093,4
"8859",2018,"September",39095,2
"8860",2018,"September",39099,2
"8861",2018,"September",39113,4
"8862",2018,"September",39133,9
"8863",2018,"September",39155,2
"8864",2018,"September",40107,2
"8865",2018,"September",40109,4
"8866",2018,"September",41003,5
"8867",2018,"September",41011,2
"8868",2018,"September",41029,4
"8869",2018,"September",41039,9
"8870",2018,"September",41041,2
"8871",2018,"September",41047,4
"8872",2018,"September",41051,28
"8873",2018,"September",42003,10
"8874",2018,"September",42011,4
"8875",2018,"September",42021,2
"8876",2018,"September",42027,4
"8877",2018,"September",42029,5
"8878",2018,"September",42043,6
"8879",2018,"September",42069,2
"8880",2018,"September",42077,2
"8881",2018,"September",42079,6
"8882",2018,"September",42081,2
"8883",2018,"September",42095,2
"8884",2018,"September",42097,4
"8885",2018,"September",42101,32
"8886",2018,"September",42125,2
"8887",2018,"September",44005,10
"8888",2018,"September",44007,9
"8889",2018,"September",45003,4
"8890",2018,"September",45019,2
"8891",2018,"September",45033,2
"8892",2018,"September",45041,2
"8893",2018,"September",45045,2
"8894",2018,"September",45075,2
"8895",2018,"September",45079,2
"8896",2018,"September",46027,2
"8897",2018,"September",46099,4
"8898",2018,"September",47001,10
"8899",2018,"September",47037,4
"8900",2018,"September",47065,2
"8901",2018,"September",47093,6
"8902",2018,"September",47157,13
"8903",2018,"September",48029,2
"8904",2018,"September",48113,12
"8905",2018,"September",48121,2
"8906",2018,"September",48141,4
"8907",2018,"September",48157,2
"8908",2018,"September",48185,3
"8909",2018,"September",48201,21
"8910",2018,"September",48215,2
"8911",2018,"September",48303,2
"8912",2018,"September",48309,2
"8913",2018,"September",48329,2
"8914",2018,"September",48347,2
"8915",2018,"September",48349,2
"8916",2018,"September",48355,2
"8917",2018,"September",48423,2
"8918",2018,"September",48439,4
"8919",2018,"September",48453,11
"8920",2018,"September",48497,2
"8921",2018,"September",49035,8
"8922",2018,"September",49053,4
"8923",2018,"September",50001,2
"8924",2018,"September",50003,4
"8925",2018,"September",50007,6
"8926",2018,"September",50021,2
"8927",2018,"September",50023,4
"8928",2018,"September",50025,4
"8929",2018,"September",50027,2
"8930",2018,"September",51013,3
"8931",2018,"September",51107,2
"8932",2018,"September",51121,4
"8933",2018,"September",51163,2
"8934",2018,"September",51195,2
"8935",2018,"September",51540,2
"8936",2018,"September",51600,4
"8937",2018,"September",51630,2
"8938",2018,"September",51660,2
"8939",2018,"September",51685,2
"8940",2018,"September",51710,2
"8941",2018,"September",51760,3
"8942",2018,"September",51840,2
"8943",2018,"September",53003,4
"8944",2018,"September",53007,5
"8945",2018,"September",53009,4
"8946",2018,"September",53015,2
"8947",2018,"September",53029,2
"8948",2018,"September",53033,24
"8949",2018,"September",53037,2
"8950",2018,"September",53047,2
"8951",2018,"September",53053,9
"8952",2018,"September",53057,2
"8953",2018,"September",53061,6
"8954",2018,"September",53063,4
"8955",2018,"September",53067,3
"8956",2018,"September",53073,12
"8957",2018,"September",53077,4
"8958",2018,"September",54005,3
"8959",2018,"September",54011,2
"8960",2018,"September",54019,2
"8961",2018,"September",54039,3
"8962",2018,"September",54045,2
"8963",2018,"September",54049,2
"8964",2018,"September",54061,2
"8965",2018,"September",54069,5
"8966",2018,"September",55009,4
"8967",2018,"September",55025,15
"8968",2018,"September",55043,2
"8969",2018,"September",55063,2
"8970",2018,"September",55079,17
"8971",2018,"September",55085,2
"8972",2018,"September",55087,4
"8973",2018,"September",55097,2
"8974",2018,"September",55101,5
"8975",2018,"September",55105,6
"8976",2018,"September",56001,2
"8977",2018,"September",NA,4
"8978",2018,"October",1047,2
"8979",2018,"October",1073,3
"8980",2018,"October",1077,2
"8981",2018,"October",1097,7
"8982",2018,"October",2020,8
"8983",2018,"October",4003,10
"8984",2018,"October",4013,19
"8985",2018,"October",4019,27
"8986",2018,"October",4025,3
"8987",2018,"October",4027,2
"8988",2018,"October",6001,32
"8989",2018,"October",6013,2
"8990",2018,"October",6029,6
"8991",2018,"October",6037,55
"8992",2018,"October",6041,4
"8993",2018,"October",6045,3
"8994",2018,"October",6059,10
"8995",2018,"October",6065,2
"8996",2018,"October",6067,6
"8997",2018,"October",6073,25
"8998",2018,"October",6075,20
"8999",2018,"October",6077,3
"9000",2018,"October",6079,2
"9001",2018,"October",6081,2
"9002",2018,"October",6083,2
"9003",2018,"October",6085,22
"9004",2018,"October",6087,4
"9005",2018,"October",6089,2
"9006",2018,"October",6095,7
"9007",2018,"October",6097,4
"9008",2018,"October",8013,9
"9009",2018,"October",8015,2
"9010",2018,"October",8031,12
"9011",2018,"October",8037,2
"9012",2018,"October",8041,4
"9013",2018,"October",8067,3
"9014",2018,"October",8069,2
"9015",2018,"October",8077,6
"9016",2018,"October",9001,17
"9017",2018,"October",9003,15
"9018",2018,"October",9009,18
"9019",2018,"October",9013,8
"9020",2018,"October",9015,2
"9021",2018,"October",10003,2
"9022",2018,"October",10005,2
"9023",2018,"October",11001,81
"9024",2018,"October",12001,10
"9025",2018,"October",12009,5
"9026",2018,"October",12011,8
"9027",2018,"October",12031,11
"9028",2018,"October",12057,14
"9029",2018,"October",12071,9
"9030",2018,"October",12073,4
"9031",2018,"October",12085,5
"9032",2018,"October",12086,6
"9033",2018,"October",12095,14
"9034",2018,"October",12097,2
"9035",2018,"October",12099,4
"9036",2018,"October",12105,3
"9037",2018,"October",12111,2
"9038",2018,"October",12115,2
"9039",2018,"October",12127,7
"9040",2018,"October",13021,2
"9041",2018,"October",13031,6
"9042",2018,"October",13059,5
"9043",2018,"October",13077,5
"9044",2018,"October",13089,3
"9045",2018,"October",13115,4
"9046",2018,"October",13121,13
"9047",2018,"October",13185,2
"9048",2018,"October",13225,2
"9049",2018,"October",13245,2
"9050",2018,"October",13285,3
"9051",2018,"October",15001,8
"9052",2018,"October",15003,8
"9053",2018,"October",16001,6
"9054",2018,"October",17019,2
"9055",2018,"October",17031,33
"9056",2018,"October",17077,12
"9057",2018,"October",17089,8
"9058",2018,"October",17095,2
"9059",2018,"October",17113,5
"9060",2018,"October",17115,2
"9061",2018,"October",17119,3
"9062",2018,"October",17143,2
"9063",2018,"October",17161,2
"9064",2018,"October",17163,2
"9065",2018,"October",17199,2
"9066",2018,"October",17201,5
"9067",2018,"October",18003,2
"9068",2018,"October",18019,2
"9069",2018,"October",18057,4
"9070",2018,"October",18059,3
"9071",2018,"October",18083,2
"9072",2018,"October",18089,5
"9073",2018,"October",18097,17
"9074",2018,"October",18105,11
"9075",2018,"October",18141,2
"9076",2018,"October",18157,2
"9077",2018,"October",18167,4
"9078",2018,"October",19013,4
"9079",2018,"October",19041,2
"9080",2018,"October",19099,2
"9081",2018,"October",19103,12
"9082",2018,"October",19113,3
"9083",2018,"October",19139,2
"9084",2018,"October",19153,13
"9085",2018,"October",19155,9
"9086",2018,"October",19167,2
"9087",2018,"October",19169,6
"9088",2018,"October",19181,2
"9089",2018,"October",19187,2
"9090",2018,"October",20035,3
"9091",2018,"October",20045,2
"9092",2018,"October",20091,2
"9093",2018,"October",20173,6
"9094",2018,"October",20177,22
"9095",2018,"October",21011,2
"9096",2018,"October",21017,2
"9097",2018,"October",21067,5
"9098",2018,"October",21073,3
"9099",2018,"October",21111,2
"9100",2018,"October",21151,6
"9101",2018,"October",21199,2
"9102",2018,"October",21227,2
"9103",2018,"October",22051,3
"9104",2018,"October",22071,5
"9105",2018,"October",22099,2
"9106",2018,"October",23005,12
"9107",2018,"October",23007,8
"9108",2018,"October",23011,2
"9109",2018,"October",23013,2
"9110",2018,"October",23019,2
"9111",2018,"October",24003,3
"9112",2018,"October",24005,2
"9113",2018,"October",24021,2
"9114",2018,"October",24027,2
"9115",2018,"October",24031,6
"9116",2018,"October",24033,2
"9117",2018,"October",24043,2
"9118",2018,"October",24045,2
"9119",2018,"October",24510,14
"9120",2018,"October",25001,2
"9121",2018,"October",25005,6
"9122",2018,"October",25011,6
"9123",2018,"October",25015,8
"9124",2018,"October",25017,18
"9125",2018,"October",25021,9
"9126",2018,"October",25023,2
"9127",2018,"October",25025,25
"9128",2018,"October",25027,2
"9129",2018,"October",26017,2
"9130",2018,"October",26049,9
"9131",2018,"October",26055,2
"9132",2018,"October",26061,3
"9133",2018,"October",26065,8
"9134",2018,"October",26077,3
"9135",2018,"October",26081,7
"9136",2018,"October",26099,4
"9137",2018,"October",26103,2
"9138",2018,"October",26115,2
"9139",2018,"October",26121,3
"9140",2018,"October",26125,10
"9141",2018,"October",26139,3
"9142",2018,"October",26155,2
"9143",2018,"October",26161,17
"9144",2018,"October",26163,22
"9145",2018,"October",26165,4
"9146",2018,"October",27013,8
"9147",2018,"October",27053,26
"9148",2018,"October",27109,9
"9149",2018,"October",27123,9
"9150",2018,"October",27141,2
"9151",2018,"October",28033,3
"9152",2018,"October",28035,2
"9153",2018,"October",28047,2
"9154",2018,"October",28049,2
"9155",2018,"October",28105,4
"9156",2018,"October",29019,2
"9157",2018,"October",29021,2
"9158",2018,"October",29031,4
"9159",2018,"October",29077,4
"9160",2018,"October",29095,2
"9161",2018,"October",29097,3
"9162",2018,"October",29101,2
"9163",2018,"October",29189,5
"9164",2018,"October",29510,15
"9165",2018,"October",30013,3
"9166",2018,"October",30029,5
"9167",2018,"October",30031,8
"9168",2018,"October",30041,5
"9169",2018,"October",30049,6
"9170",2018,"October",30063,15
"9171",2018,"October",31055,2
"9172",2018,"October",32003,14
"9173",2018,"October",32007,3
"9174",2018,"October",32031,5
"9175",2018,"October",32510,3
"9176",2018,"October",33005,3
"9177",2018,"October",33011,6
"9178",2018,"October",33015,4
"9179",2018,"October",33017,2
"9180",2018,"October",34003,17
"9181",2018,"October",34007,6
"9182",2018,"October",34013,12
"9183",2018,"October",34015,2
"9184",2018,"October",34017,10
"9185",2018,"October",34019,2
"9186",2018,"October",34021,2
"9187",2018,"October",34023,2
"9188",2018,"October",34025,2
"9189",2018,"October",34027,2
"9190",2018,"October",34031,2
"9191",2018,"October",34037,5
"9192",2018,"October",34039,2
"9193",2018,"October",34041,2
"9194",2018,"October",35005,6
"9195",2018,"October",35013,2
"9196",2018,"October",35027,3
"9197",2018,"October",36001,12
"9198",2018,"October",36007,2
"9199",2018,"October",36025,2
"9200",2018,"October",36027,2
"9201",2018,"October",36029,12
"9202",2018,"October",36047,10
"9203",2018,"October",36055,3
"9204",2018,"October",36059,7
"9205",2018,"October",36061,55
"9206",2018,"October",36065,2
"9207",2018,"October",36067,27
"9208",2018,"October",36069,4
"9209",2018,"October",36081,6
"9210",2018,"October",36085,4
"9211",2018,"October",36087,4
"9212",2018,"October",36101,2
"9213",2018,"October",36103,21
"9214",2018,"October",36109,8
"9215",2018,"October",36111,6
"9216",2018,"October",36113,2
"9217",2018,"October",36115,3
"9218",2018,"October",36119,20
"9219",2018,"October",37021,2
"9220",2018,"October",37051,2
"9221",2018,"October",37063,8
"9222",2018,"October",37081,10
"9223",2018,"October",37119,11
"9224",2018,"October",37127,2
"9225",2018,"October",37135,9
"9226",2018,"October",37183,4
"9227",2018,"October",38017,4
"9228",2018,"October",38035,2
"9229",2018,"October",38101,2
"9230",2018,"October",39003,2
"9231",2018,"October",39007,2
"9232",2018,"October",39009,2
"9233",2018,"October",39017,4
"9234",2018,"October",39035,8
"9235",2018,"October",39045,2
"9236",2018,"October",39049,15
"9237",2018,"October",39057,3
"9238",2018,"October",39059,2
"9239",2018,"October",39061,4
"9240",2018,"October",39089,2
"9241",2018,"October",39093,2
"9242",2018,"October",39099,10
"9243",2018,"October",39113,9
"9244",2018,"October",39133,6
"9245",2018,"October",39149,2
"9246",2018,"October",39155,2
"9247",2018,"October",39157,2
"9248",2018,"October",39165,5
"9249",2018,"October",39173,3
"9250",2018,"October",40021,2
"9251",2018,"October",40109,8
"9252",2018,"October",40119,2
"9253",2018,"October",40143,7
"9254",2018,"October",41007,2
"9255",2018,"October",41017,3
"9256",2018,"October",41019,2
"9257",2018,"October",41039,9
"9258",2018,"October",41051,28
"9259",2018,"October",41059,5
"9260",2018,"October",41067,2
"9261",2018,"October",41071,2
"9262",2018,"October",42003,23
"9263",2018,"October",42011,5
"9264",2018,"October",42017,8
"9265",2018,"October",42039,2
"9266",2018,"October",42043,8
"9267",2018,"October",42045,2
"9268",2018,"October",42049,8
"9269",2018,"October",42063,2
"9270",2018,"October",42069,2
"9271",2018,"October",42077,3
"9272",2018,"October",42079,6
"9273",2018,"October",42081,2
"9274",2018,"October",42091,11
"9275",2018,"October",42095,4
"9276",2018,"October",42097,2
"9277",2018,"October",42101,27
"9278",2018,"October",42125,2
"9279",2018,"October",42129,2
"9280",2018,"October",42133,2
"9281",2018,"October",44005,8
"9282",2018,"October",44007,14
"9283",2018,"October",44009,3
"9284",2018,"October",45003,4
"9285",2018,"October",45019,7
"9286",2018,"October",45041,2
"9287",2018,"October",45045,8
"9288",2018,"October",45079,2
"9289",2018,"October",46011,2
"9290",2018,"October",46099,2
"9291",2018,"October",47001,8
"9292",2018,"October",47019,2
"9293",2018,"October",47037,17
"9294",2018,"October",47065,7
"9295",2018,"October",47093,4
"9296",2018,"October",47157,6
"9297",2018,"October",47179,12
"9298",2018,"October",47187,6
"9299",2018,"October",48027,4
"9300",2018,"October",48041,6
"9301",2018,"October",48061,2
"9302",2018,"October",48091,2
"9303",2018,"October",48113,8
"9304",2018,"October",48121,5
"9305",2018,"October",48141,9
"9306",2018,"October",48183,8
"9307",2018,"October",48201,12
"9308",2018,"October",48245,3
"9309",2018,"October",48303,9
"9310",2018,"October",48349,2
"9311",2018,"October",48375,2
"9312",2018,"October",48409,2
"9313",2018,"October",48439,4
"9314",2018,"October",48453,13
"9315",2018,"October",48469,3
"9316",2018,"October",48479,3
"9317",2018,"October",48485,8
"9318",2018,"October",49035,14
"9319",2018,"October",49053,2
"9320",2018,"October",49057,2
"9321",2018,"October",50007,9
"9322",2018,"October",50011,2
"9323",2018,"October",50021,2
"9324",2018,"October",50023,3
"9325",2018,"October",51001,3
"9326",2018,"October",51013,5
"9327",2018,"October",51015,2
"9328",2018,"October",51107,2
"9329",2018,"October",51147,2
"9330",2018,"October",51520,3
"9331",2018,"October",51540,2
"9332",2018,"October",51590,2
"9333",2018,"October",51600,2
"9334",2018,"October",51660,2
"9335",2018,"October",51678,2
"9336",2018,"October",51760,6
"9337",2018,"October",51790,2
"9338",2018,"October",51810,2
"9339",2018,"October",51820,2
"9340",2018,"October",51840,5
"9341",2018,"October",53009,2
"9342",2018,"October",53011,4
"9343",2018,"October",53015,2
"9344",2018,"October",53029,6
"9345",2018,"October",53031,2
"9346",2018,"October",53033,27
"9347",2018,"October",53053,5
"9348",2018,"October",53055,2
"9349",2018,"October",53063,6
"9350",2018,"October",53073,8
"9351",2018,"October",54003,3
"9352",2018,"October",54033,3
"9353",2018,"October",54039,8
"9354",2018,"October",54053,2
"9355",2018,"October",54061,6
"9356",2018,"October",54081,5
"9357",2018,"October",55009,4
"9358",2018,"October",55025,18
"9359",2018,"October",55059,5
"9360",2018,"October",55063,2
"9361",2018,"October",55073,5
"9362",2018,"October",55079,24
"9363",2018,"October",55117,2
"9364",2018,"October",55133,2
"9365",2018,"October",55139,2
"9366",2018,"October",NA,10
"9367",2018,"November",1003,2
"9368",2018,"November",1069,4
"9369",2018,"November",1073,8
"9370",2018,"November",1077,2
"9371",2018,"November",1081,2
"9372",2018,"November",1089,8
"9373",2018,"November",1097,5
"9374",2018,"November",1101,3
"9375",2018,"November",1125,4
"9376",2018,"November",2020,2
"9377",2018,"November",2090,2
"9378",2018,"November",2110,3
"9379",2018,"November",2122,4
"9380",2018,"November",2170,2
"9381",2018,"November",2220,2
"9382",2018,"November",2261,2
"9383",2018,"November",4003,10
"9384",2018,"November",4005,4
"9385",2018,"November",4007,2
"9386",2018,"November",4011,2
