"","county","count","month","year","state"
"193","Worth","5307","August","2017","IA"
"194","Wright","7868","August","2017","IA"
"195","Allamakee","9278","December","2017","IA"
"196","Appanoose","8132","December","2017","IA"
"197","Audubon","4169","December","2017","IA"
"198","Benton","17282","December","2017","IA"
"199","Black Hawk","81712","December","2017","IA"
"200","Boone","18232","December","2017","IA"
"201","Bremer","16521","December","2017","IA"
"202","Buchanan","13250","December","2017","IA"
"203","Buena Vista","11478","December","2017","IA"
"204","Butler","9692","December","2017","IA"
"205","Calhoun","6489","December","2017","IA"
"206","Carroll","13925","December","2017","IA"
"207","Cass","9107","December","2017","IA"
"208","Cedar","11787","December","2017","IA"
"209","Cerro Gordo","29703","December","2017","IA"
"210","Cherokee","7956","December","2017","IA"
"211","Chickasaw","8210","December","2017","IA"
"212","Clarke","5643","December","2017","IA"
"213","Clay","11053","December","2017","IA"
"214","Clayton","11515","December","2017","IA"
"215","Clinton","31160","December","2017","IA"
"216","Crawford","9491","December","2017","IA"
"217","Dallas","54874","December","2017","IA"
"218","Davis","4882","December","2017","IA"
"219","Decatur","4526","December","2017","IA"
"220","Delaware","11410","December","2017","IA"
"221","Des Moines","26066","December","2017","IA"
"222","Dickinson","12643","December","2017","IA"
"223","Dubuque","64317","December","2017","IA"
"224","Emmet","6350","December","2017","IA"
"225","Fayette","11825","December","2017","IA"
"226","Floyd","10389","December","2017","IA"
"227","Franklin","6401","December","2017","IA"
"228","Fremont","4721","December","2017","IA"
"229","Greene","6215","December","2017","IA"
"230","Grundy","8643","December","2017","IA"
"231","Guthrie","7369","December","2017","IA"
"232","Hamilton","9777","December","2017","IA"
"233","Hancock","7516","December","2017","IA"
"234","Hardin","11136","December","2017","IA"
"235","Harrison","8610","December","2017","IA"
"236","Henry","12537","December","2017","IA"
"237","Howard","5863","December","2017","IA"
"238","Humboldt","6292","December","2017","IA"
"239","Ida","4703","December","2017","IA"
"240","Iowa","11469","December","2017","IA"
"241","Jackson","13832","December","2017","IA"
"242","Jasper","24555","December","2017","IA"
"243","Jefferson","10357","December","2017","IA"
"244","Johnson","91960","December","2017","IA"
"245","Jones","13025","December","2017","IA"
"246","Keokuk","6469","December","2017","IA"
"247","Kossuth","10854","December","2017","IA"
"248","Lee","21589","December","2017","IA"
"249","Linn","142122","December","2017","IA"
"250","Louisa","6774","December","2017","IA"
"251","Lucas","5556","December","2017","IA"
"252","Lyon","7997","December","2017","IA"
"253","Madison","10793","December","2017","IA"
"254","Mahaska","13762","December","2017","IA"
"255","Marion","22450","December","2017","IA"
"256","Marshall","23376","December","2017","IA"
"257","Mills","10156","December","2017","IA"
"258","Mitchell","6922","December","2017","IA"
"259","Monona","5973","December","2017","IA"
"260","Monroe","4789","December","2017","IA"
"261","Montgomery","6858","December","2017","IA"
"262","Muscatine","26395","December","2017","IA"
"263","O'Brien","9280","December","2017","IA"
"264","Osceola","4108","December","2017","IA"
"265","Page","9450","December","2017","IA"
"266","Palo Alto","6058","December","2017","IA"
"267","Plymouth","16835","December","2017","IA"
"268","Pocahontas","4872","December","2017","IA"
"269","Polk","284237","December","2017","IA"
"270","Pottawattamie","56640","December","2017","IA"
"271","Poweshiek","12640","December","2017","IA"
"272","Ringgold","3116","December","2017","IA"
"273","Sac","6849","December","2017","IA"
"274","Scott","114976","December","2017","IA"
"275","Shelby","8040","December","2017","IA"
"276","Sioux","21289","December","2017","IA"
"277","Story","60962","December","2017","IA"
"278","Tama","11209","December","2017","IA"
"279","Taylor","3810","December","2017","IA"
"280","Union","7662","December","2017","IA"
"281","Van Buren","4658","December","2017","IA"
"282","Wapello","20443","December","2017","IA"
"283","Warren","33103","December","2017","IA"
