"","county","count","month","year","state"
"128","SUWANNEE","25306","February","2018","FL"
"129","TAYLOR","12266","February","2018","FL"
"130","UNION","7222","February","2018","FL"
"131","VOLUSIA","368036","February","2018","FL"
"132","WAKULLA","20052","February","2018","FL"
"133","WALTON","48076","February","2018","FL"
"134","WASHINGTON","15691","February","2018","FL"
"135","ALACHUA","173496","March","2018","FL"
"136","BAKER","15175","March","2018","FL"
"137","BAY","117739","March","2018","FL"
"138","BRADFORD","16137","March","2018","FL"
"139","BREVARD","408175","March","2018","FL"
"140","BROWARD","1159235","March","2018","FL"
"141","CALHOUN","8601","March","2018","FL"
"142","CHARLOTTE","130906","March","2018","FL"
"143","CITRUS","106251","March","2018","FL"
"144","CLAY","150175","March","2018","FL"
"145","COLLIER","204369","March","2018","FL"
"146","COLUMBIA","39066","March","2018","FL"
"147","DESOTO","16456","March","2018","FL"
"148","DIXIE","9511","March","2018","FL"
"149","DUVAL","583107","March","2018","FL"
"150","ESCAMBIA","205503","March","2018","FL"
"151","FLAGLER","80129","March","2018","FL"
"152","FRANKLIN","7684","March","2018","FL"
"153","GADSDEN","29672","March","2018","FL"
"154","GILCHRIST","11513","March","2018","FL"
"155","GLADES","6681","March","2018","FL"
"156","GULF","9945","March","2018","FL"
"157","HAMILTON","7645","March","2018","FL"
"158","HARDEE","11971","March","2018","FL"
"159","HENDRY","17429","March","2018","FL"
"160","HERNANDO","130207","March","2018","FL"
"161","HIGHLANDS","57898","March","2018","FL"
"162","HILLSBOROUGH","824527","March","2018","FL"
"163","HOLMES","10526","March","2018","FL"
"164","INDIAN RIVER","110396","March","2018","FL"
"165","JACKSON","27496","March","2018","FL"
"166","JEFFERSON","9571","March","2018","FL"
"167","LAFAYETTE","4300","March","2018","FL"
"168","LAKE","227363","March","2018","FL"
"169","LEE","436578","March","2018","FL"
"170","LEON","206409","March","2018","FL"
"171","LEVY","27277","March","2018","FL"
"172","LIBERTY","4299","March","2018","FL"
"173","MADISON","11733","March","2018","FL"
"174","MANATEE","236218","March","2018","FL"
"175","MARION","235365","March","2018","FL"
"176","MARTIN","112048","March","2018","FL"
"177","MIAMI-DADE","1380955","March","2018","FL"
"178","MONROE","54079","March","2018","FL"
"179","NASSAU","64507","March","2018","FL"
"180","OKALOOSA","130937","March","2018","FL"
"181","OKEECHOBEE","20071","March","2018","FL"
"182","ORANGE","813401","March","2018","FL"
"183","OSCEOLA","207321","March","2018","FL"
"184","PALM BEACH","919478","March","2018","FL"
"185","PASCO","338290","March","2018","FL"
"186","PINELLAS","645916","March","2018","FL"
"187","POLK","400926","March","2018","FL"
"188","PUTNAM","46661","March","2018","FL"
"189","SANTA ROSA","129053","March","2018","FL"
"190","SARASOTA","309320","March","2018","FL"
"191","SEMINOLE","285007","March","2018","FL"
"192","ST. JOHNS","179981","March","2018","FL"
"193","ST. LUCIE","197007","March","2018","FL"
"194","SUMTER","93271","March","2018","FL"
"195","SUWANNEE","25422","March","2018","FL"
"196","TAYLOR","12240","March","2018","FL"
"197","UNION","7234","March","2018","FL"
"198","VOLUSIA","368972","March","2018","FL"
"199","WAKULLA","20100","March","2018","FL"
"200","WALTON","48278","March","2018","FL"
"201","WASHINGTON","15721","March","2018","FL"
"202","ALACHUA","173773","April","2018","FL"
"203","BAKER","15143","April","2018","FL"
"204","BAY","117996","April","2018","FL"
"205","BRADFORD","16172","April","2018","FL"
"206","BREVARD","409763","April","2018","FL"
"207","BROWARD","1138271","April","2018","FL"
"208","CALHOUN","8601","April","2018","FL"
"209","CHARLOTTE","131276","April","2018","FL"
"210","CITRUS","106607","April","2018","FL"
"211","CLAY","150258","April","2018","FL"
"212","COLLIER","205420","April","2018","FL"
"213","COLUMBIA","39243","April","2018","FL"
"214","DESOTO","16498","April","2018","FL"
"215","DIXIE","9544","April","2018","FL"
"216","DUVAL","585326","April","2018","FL"
"217","ESCAMBIA","206179","April","2018","FL"
"218","FLAGLER","80489","April","2018","FL"
"219","FRANKLIN","7534","April","2018","FL"
"220","GADSDEN","29845","April","2018","FL"
"221","GILCHRIST","11531","April","2018","FL"
"222","GLADES","6694","April","2018","FL"
"223","GULF","9977","April","2018","FL"
"224","HAMILTON","7644","April","2018","FL"
"225","HARDEE","12005","April","2018","FL"
"226","HENDRY","17454","April","2018","FL"
"227","HERNANDO","130671","April","2018","FL"
"228","HIGHLANDS","57986","April","2018","FL"
"229","HILLSBOROUGH","827296","April","2018","FL"
"230","HOLMES","10558","April","2018","FL"
"231","INDIAN RIVER","110383","April","2018","FL"
"232","JACKSON","27517","April","2018","FL"
"233","JEFFERSON","9635","April","2018","FL"
"234","LAFAYETTE","4301","April","2018","FL"
"235","LAKE","229767","April","2018","FL"
"236","LEE","433331","April","2018","FL"
"237","LEON","205336","April","2018","FL"
"238","LEVY","27379","April","2018","FL"
"239","LIBERTY","4327","April","2018","FL"
"240","MADISON","11753","April","2018","FL"
"241","MANATEE","237199","April","2018","FL"
"242","MARION","236181","April","2018","FL"
"243","MARTIN","112317","April","2018","FL"
"244","MIAMI-DADE","1383771","April","2018","FL"
"245","MONROE","52658","April","2018","FL"
"246","NASSAU","64736","April","2018","FL"
"247","OKALOOSA","131460","April","2018","FL"
"248","OKEECHOBEE","20130","April","2018","FL"
"249","ORANGE","804939","April","2018","FL"
"250","OSCEOLA","207541","April","2018","FL"
"251","PALM BEACH","922098","April","2018","FL"
"252","PASCO","340482","April","2018","FL"
"253","PINELLAS","646801","April","2018","FL"
"254","POLK","403646","April","2018","FL"
"255","PUTNAM","46726","April","2018","FL"
"256","SANTA ROSA","129584","April","2018","FL"
"257","SARASOTA","310279","April","2018","FL"
"258","SEMINOLE","288438","April","2018","FL"
"259","ST. JOHNS","180242","April","2018","FL"
"260","ST. LUCIE","198140","April","2018","FL"
"261","SUMTER","93727","April","2018","FL"
"262","SUWANNEE","25467","April","2018","FL"
"263","TAYLOR","11980","April","2018","FL"
"264","UNION","7215","April","2018","FL"
"265","VOLUSIA","370628","April","2018","FL"
"266","WAKULLA","20270","April","2018","FL"
"267","WALTON","48515","April","2018","FL"
"268","WASHINGTON","15753","April","2018","FL"
"269","ALACHUA","173993","May","2018","FL"
"270","BAKER","15092","May","2018","FL"
"271","BAY","118344","May","2018","FL"
"272","BRADFORD","16166","May","2018","FL"
"273","BREVARD","411191","May","2018","FL"
"274","BROWARD","1141360","May","2018","FL"
"275","CALHOUN","8620","May","2018","FL"
"276","CHARLOTTE","131734","May","2018","FL"
"277","CITRUS","106972","May","2018","FL"
"278","CLAY","150234","May","2018","FL"
"279","COLLIER","206438","May","2018","FL"
"280","COLUMBIA","39359","May","2018","FL"
"281","DESOTO","16550","May","2018","FL"
"282","DIXIE","9550","May","2018","FL"
"283","DUVAL","584997","May","2018","FL"
"284","ESCAMBIA","206937","May","2018","FL"
"285","FLAGLER","80796","May","2018","FL"
"286","FRANKLIN","7563","May","2018","FL"
"287","GADSDEN","29858","May","2018","FL"
"288","GILCHRIST","11553","May","2018","FL"
"289","GLADES","6710","May","2018","FL"
"290","GULF","9990","May","2018","FL"
"291","HAMILTON","7624","May","2018","FL"
"292","HARDEE","12087","May","2018","FL"
"293","HENDRY","17509","May","2018","FL"
"294","HERNANDO","131049","May","2018","FL"
"295","HIGHLANDS","57988","May","2018","FL"
"296","HILLSBOROUGH","826228","May","2018","FL"
"297","HOLMES","10566","May","2018","FL"
"298","INDIAN RIVER","110556","May","2018","FL"
"299","JACKSON","27508","May","2018","FL"
"300","JEFFERSON","9642","May","2018","FL"
"301","LAFAYETTE","4299","May","2018","FL"
"302","LAKE","228459","May","2018","FL"
"303","LEE","432416","May","2018","FL"
"304","LEON","205898","May","2018","FL"
"305","LEVY","27302","May","2018","FL"
"306","LIBERTY","4332","May","2018","FL"
"307","MADISON","11766","May","2018","FL"
"308","MANATEE","237890","May","2018","FL"
"309","MARION","236784","May","2018","FL"
"310","MARTIN","112540","May","2018","FL"
"311","MIAMI-DADE","1387264","May","2018","FL"
"312","MONROE","52792","May","2018","FL"
"313","NASSAU","65025","May","2018","FL"
"314","OKALOOSA","132002","May","2018","FL"
"315","OKEECHOBEE","20133","May","2018","FL"
"316","ORANGE","758967","May","2018","FL"
"317","OSCEOLA","208009","May","2018","FL"
"318","PALM BEACH","910976","May","2018","FL"
"319","PASCO","341640","May","2018","FL"
"320","PINELLAS","647858","May","2018","FL"
"321","POLK","403653","May","2018","FL"
"322","PUTNAM","46753","May","2018","FL"
"323","SANTA ROSA","129051","May","2018","FL"
"324","SARASOTA","311152","May","2018","FL"
"325","SEMINOLE","290356","May","2018","FL"
"326","ST. JOHNS","181146","May","2018","FL"
"327","ST. LUCIE","198071","May","2018","FL"
"328","SUMTER","94104","May","2018","FL"
"329","SUWANNEE","25509","May","2018","FL"
"330","TAYLOR","11930","May","2018","FL"
"331","UNION","7205","May","2018","FL"
"332","VOLUSIA","371271","May","2018","FL"
"333","WAKULLA","20326","May","2018","FL"
"334","WALTON","48751","May","2018","FL"
"335","WASHINGTON","15604","May","2018","FL"
"336","ALACHUA","174319","June","2018","FL"
"337","BAKER","14725","June","2018","FL"
"338","BAY","118739","June","2018","FL"
"339","BRADFORD","16177","June","2018","FL"
"340","BREVARD","412893","June","2018","FL"
"341","BROWARD","1146304","June","2018","FL"
"342","CALHOUN","8624","June","2018","FL"
"343","CHARLOTTE","132225","June","2018","FL"
"344","CITRUS","107322","June","2018","FL"
"345","CLAY","150618","June","2018","FL"
"346","COLLIER","207405","June","2018","FL"
"347","COLUMBIA","39484","June","2018","FL"
"348","DESOTO","16596","June","2018","FL"
"349","DIXIE","9555","June","2018","FL"
"350","DUVAL","588193","June","2018","FL"
"351","ESCAMBIA","207791","June","2018","FL"
"352","FLAGLER","81104","June","2018","FL"
"353","FRANKLIN","7573","June","2018","FL"
"354","GADSDEN","29508","June","2018","FL"
"355","GILCHRIST","11575","June","2018","FL"
"356","GLADES","6725","June","2018","FL"
"357","GULF","10031","June","2018","FL"
"358","HAMILTON","7629","June","2018","FL"
