"","county","count","month","year","state"
"312","SOMERSET","227604","March","2018","NJ"
"313","SUSSEX","104619","March","2018","NJ"
"314","UNION","329263","March","2018","NJ"
"315","WARREN","74798","March","2018","NJ"
"316","ATLANTIC","181140","April","2018","NJ"
"317","BERGEN","598377","April","2018","NJ"
"318","BURLINGTON","313136","April","2018","NJ"
"319","CAMDEN","352070","April","2018","NJ"
"320","CAPE MAY","70586","April","2018","NJ"
"321","CUMBERLAND","90143","April","2018","NJ"
"322","ESSEX","497510","April","2018","NJ"
"323","GLOUCESTER","209376","April","2018","NJ"
"324","HUDSON","352019","April","2018","NJ"
"325","HUNTERDON","97349","April","2018","NJ"
"326","MERCER","236548","April","2018","NJ"
"327","MIDDLESEX","501980","April","2018","NJ"
"328","MONMOUTH","449013","April","2018","NJ"
"329","MORRIS","355854","April","2018","NJ"
"330","OCEAN","403911","April","2018","NJ"
"331","PASSAIC","309097","April","2018","NJ"
"332","SALEM","44442","April","2018","NJ"
"333","SOMERSET","228065","April","2018","NJ"
"334","SUSSEX","104842","April","2018","NJ"
"335","UNION","329756","April","2018","NJ"
"336","WARREN","74937","April","2018","NJ"
"337","ATLANTIC","181304","May","2018","NJ"
"338","BERGEN","599336","May","2018","NJ"
"339","BURLINGTON","313163","May","2018","NJ"
"340","CAMDEN","352601","May","2018","NJ"
"341","CAPE MAY","70746","May","2018","NJ"
"342","CUMBERLAND","90145","May","2018","NJ"
"343","ESSEX","499504","May","2018","NJ"
"344","GLOUCESTER","209703","May","2018","NJ"
"345","HUDSON","353855","May","2018","NJ"
"346","HUNTERDON","97553","May","2018","NJ"
"347","MERCER","237348","May","2018","NJ"
"348","MIDDLESEX","503349","May","2018","NJ"
"349","MONMOUTH","450350","May","2018","NJ"
"350","MORRIS","356885","May","2018","NJ"
"351","OCEAN","404203","May","2018","NJ"
"352","PASSAIC","309723","May","2018","NJ"
"353","SALEM","44522","May","2018","NJ"
"354","SOMERSET","228613","May","2018","NJ"
"355","SUSSEX","105018","May","2018","NJ"
"356","UNION","330404","May","2018","NJ"
"357","WARREN","75170","May","2018","NJ"
